INFO 2025-06-05 20:06:01,384 autoreload Watching for file changes with StatReloader
DEBUG 2025-06-05 20:06:10,287 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_confirmation.html first seen with mtime 1746749694.9582899
DEBUG 2025-06-05 20:06:10,294 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_confirmation.txt first seen with mtime 1746757274.8856287
DEBUG 2025-06-05 20:06:10,294 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_reminder.html first seen with mtime 1746749701.6595626
DEBUG 2025-06-05 20:06:10,294 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\appointment_reminder.txt first seen with mtime 1746757242.412964
DEBUG 2025-06-05 20:06:10,294 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates\clinic\email\vet_appointment_notification.html first seen with mtime 1747181507.1069517
DEBUG 2025-06-05 20:06:10,298 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\de\LC_MESSAGES\django.mo first seen with mtime 1746895876.439692
DEBUG 2025-06-05 20:06:10,298 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\es\LC_MESSAGES\django.mo first seen with mtime 1746895876.4417055
DEBUG 2025-06-05 20:06:10,298 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\fa\LC_MESSAGES\django.mo first seen with mtime 1746895876.4437203
DEBUG 2025-06-05 20:06:10,298 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1746895876.4449768
DEBUG 2025-06-05 20:06:10,298 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\ko\LC_MESSAGES\django.mo first seen with mtime 1746895876.4469924
DEBUG 2025-06-05 20:06:10,303 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1746895876.448984
DEBUG 2025-06-05 20:06:10,304 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1746895876.4509914
DEBUG 2025-06-05 20:06:10,306 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\da\LC_MESSAGES\django.mo first seen with mtime 1747433460.28468
DEBUG 2025-06-05 20:06:10,306 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\de\LC_MESSAGES\django.mo first seen with mtime 1747433460.2881963
DEBUG 2025-06-05 20:06:10,308 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\el\LC_MESSAGES\django.mo first seen with mtime 1747433460.2911935
DEBUG 2025-06-05 20:06:10,308 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\en\LC_MESSAGES\django.mo first seen with mtime 1747433460.293192
DEBUG 2025-06-05 20:06:10,310 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\es\LC_MESSAGES\django.mo first seen with mtime 1747433460.2941923
DEBUG 2025-06-05 20:06:10,310 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1747433460.2961922
DEBUG 2025-06-05 20:06:10,310 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\hu\LC_MESSAGES\django.mo first seen with mtime 1747433460.2988305
DEBUG 2025-06-05 20:06:10,314 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\id\LC_MESSAGES\django.mo first seen with mtime 1747433460.2998543
DEBUG 2025-06-05 20:06:10,314 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\it\LC_MESSAGES\django.mo first seen with mtime 1747433460.3018363
DEBUG 2025-06-05 20:06:10,314 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\ja\LC_MESSAGES\django.mo first seen with mtime 1747433460.3038352
DEBUG 2025-06-05 20:06:10,314 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1747433460.3048353
DEBUG 2025-06-05 20:06:10,320 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\pt\LC_MESSAGES\django.mo first seen with mtime 1747433460.30634
DEBUG 2025-06-05 20:06:10,320 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1747433460.3083444
DEBUG 2025-06-05 20:06:10,320 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\ro\LC_MESSAGES\django.mo first seen with mtime 1747433460.310347
DEBUG 2025-06-05 20:06:10,322 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale\ru\LC_MESSAGES\django.mo first seen with mtime 1747433460.3123457
DEBUG 2025-06-05 20:06:11,737 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\encodings\idna.py first seen with mtime 1696831134.4163954
DEBUG 2025-06-05 20:06:11,739 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0005_add_solarschedule_events_choices.py first seen with mtime 1746895876.4561067
DEBUG 2025-06-05 20:06:11,741 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\__init__.py first seen with mtime 1744225293.499706
DEBUG 2025-06-05 20:06:11,741 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0014_remove_clockedschedule_enabled.py first seen with mtime 1746895876.4660816
DEBUG 2025-06-05 20:06:11,746 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1744117395.91805
DEBUG 2025-06-05 20:06:11,750 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\stringprep.py first seen with mtime 1696831140.9617262
DEBUG 2025-06-05 20:06:11,750 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0009_delete_service.py first seen with mtime 1747172582.9470928
DEBUG 2025-06-05 20:06:11,750 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0016_alter_crontabschedule_timezone.py first seen with mtime 1746895876.468065
DEBUG 2025-06-05 20:06:11,754 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0006_periodictask_priority.py first seen with mtime 1746895876.458106
DEBUG 2025-06-05 20:06:11,754 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0002_auto_20161118_0346.py first seen with mtime 1746895876.453977
DEBUG 2025-06-05 20:06:11,754 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\__init__.py first seen with mtime 1746895876.4705887
DEBUG 2025-06-05 20:06:11,758 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0001_initial.py first seen with mtime 1744225293.5036297
DEBUG 2025-06-05 20:06:11,758 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0011_update_tashetova_email.py first seen with mtime 1747181941.5662494
DEBUG 2025-06-05 20:06:11,758 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1744117396.592275
DEBUG 2025-06-05 20:06:11,764 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0003_auto_20161209_0049.py first seen with mtime 1746895876.4550903
DEBUG 2025-06-05 20:06:11,766 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0010_update_vet_emails.py first seen with mtime 1747181566.1542985
DEBUG 2025-06-05 20:06:11,766 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0015_edit_solarschedule_events_choices.py first seen with mtime 1746895876.4670825
DEBUG 2025-06-05 20:06:11,766 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0011_auto_20190508_0153.py first seen with mtime 1746895876.4638126
DEBUG 2025-06-05 20:06:11,775 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1744117396.592275
DEBUG 2025-06-05 20:06:11,775 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1744117396.5948074
DEBUG 2025-06-05 20:06:11,777 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1744117396.7909558
DEBUG 2025-06-05 20:06:11,779 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0005_vet_email.py first seen with mtime 1746755689.6614976
DEBUG 2025-06-05 20:06:11,782 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0001_initial.py first seen with mtime 1746895876.4529912
DEBUG 2025-06-05 20:06:11,785 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1744117396.589275
DEBUG 2025-06-05 20:06:11,785 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0008_auto_20180914_1922.py first seen with mtime 1746895876.4606588
DEBUG 2025-06-05 20:06:11,785 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0004_auto_20170221_0000.py first seen with mtime 1746895876.4550903
DEBUG 2025-06-05 20:06:11,785 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\DrHvost\wsgi.py first seen with mtime 1744117449.588747
DEBUG 2025-06-05 20:06:11,785 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0010_auto_20190429_0326.py first seen with mtime 1746895876.4628139
DEBUG 2025-06-05 20:06:11,790 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0002_vet_photo.py first seen with mtime 1744245385.0585012
DEBUG 2025-06-05 20:06:11,794 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0017_alter_crontabschedule_month_of_year.py first seen with mtime 1746895876.468065
DEBUG 2025-06-05 20:06:11,797 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0006_auto_20180210_1226.py first seen with mtime 1746895876.4571066
DEBUG 2025-06-05 20:06:11,803 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1744117396.7919545
DEBUG 2025-06-05 20:06:11,804 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1744117396.5948074
DEBUG 2025-06-05 20:06:11,804 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1744117396.586274
DEBUG 2025-06-05 20:06:11,808 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1744117396.5937905
DEBUG 2025-06-05 20:06:11,808 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1744117396.5882742
DEBUG 2025-06-05 20:06:11,808 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1744117398.249946
DEBUG 2025-06-05 20:06:11,808 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0009_periodictask_headers.py first seen with mtime 1746895876.4606588
DEBUG 2025-06-05 20:06:11,816 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1744117395.9190533
DEBUG 2025-06-05 20:06:11,816 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1744117396.5912714
DEBUG 2025-06-05 20:06:11,816 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\migrations\0006_blogpost.py first seen with mtime 1747169146.047802
DEBUG 2025-06-05 20:06:11,825 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\migrations\0013_auto_20200609_0727.py first seen with mtime 1746895876.4650648
DEBUG 2025-06-05 20:06:11,825 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1744117398.0179727
DEBUG 2025-06-05 20:06:11,832 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\DrHvost\settings.py previous mtime: 1749135959.0867414, current mtime: 1749135970.9082558
DEBUG 2025-06-05 20:06:11,832 autoreload C:\Users\WW5\PycharmProjects\DrHvost\DrHvost\settings.py notified as changed. Signal results: [(<function template_changed at 0x0000014EA6F81B20>, None), (<function translation_file_changed at 0x0000014EA97258A0>, None)].
INFO 2025-06-05 20:06:11,832 autoreload C:\Users\WW5\PycharmProjects\DrHvost\DrHvost\settings.py changed, reloading.
INFO 2025-06-05 20:06:13,345 autoreload Watching for file changes with StatReloader
DEBUG 2025-06-05 20:06:13,345 autoreload Waiting for apps ready_event.
DEBUG 2025-06-05 20:06:13,365 autoreload Apps ready_event triggered. Sending autoreload_started signal.
DEBUG 2025-06-05 20:06:13,431 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\templates with glob **/*.
DEBUG 2025-06-05 20:06:13,431 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\templates with glob **/*.
DEBUG 2025-06-05 20:06:13,433 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\clinic\templates with glob **/*.
DEBUG 2025-06-05 20:06:13,433 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:13,438 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\booking\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:13,439 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\clinic\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:13,439 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:13,439 autoreload Watching dir C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\locale with glob **/*.mo.
DEBUG 2025-06-05 20:06:13,584 utils (0.000) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
DEBUG 2025-06-05 20:06:13,593 utils (0.000) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
DEBUG 2025-06-05 20:06:13,904 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1744117396.3491223
DEBUG 2025-06-05 20:06:13,904 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\serializers\json.py first seen with mtime 1744117398.5397394
DEBUG 2025-06-05 20:06:13,910 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\threads.py first seen with mtime 1746756100.9859798
DEBUG 2025-06-05 20:06:13,911 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dotenv\main.py first seen with mtime 1746889044.1920185
DEBUG 2025-06-05 20:06:13,911 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\validators.py first seen with mtime 1746895876.4386692
DEBUG 2025-06-05 20:06:13,911 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\migrations\writer.py first seen with mtime 1744117398.6025212
DEBUG 2025-06-05 20:06:13,911 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\booking\__init__.py first seen with mtime 1744117592.629658
DEBUG 2025-06-05 20:06:13,911 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\urls.py first seen with mtime 1749135972.0018582
DEBUG 2025-06-05 20:06:13,911 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\events.py first seen with mtime 1707467542.8810923
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\postgresql\base.py first seen with mtime 1744117398.578933
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\management\commands\makemigrations.py first seen with mtime 1744117398.5272298
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\amqp\exceptions.py first seen with mtime 1746756100.2338233
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1744117398.639809
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\imports.py first seen with mtime 1746756100.4013727
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\vine\__init__.py first seen with mtime 1746756098.4025493
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\sqlparse\sql.py first seen with mtime 1744117394.032906
DEBUG 2025-06-05 20:06:13,915 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dateutil\tz\__init__.py first seen with mtime 1746756100.0163405
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\json\encoder.py first seen with mtime 1712539002.7257812
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\amqp\utils.py first seen with mtime 1746756100.2449205
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\ast.py first seen with mtime 1696831133.3120663
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\hashers.py first seen with mtime 1744117396.3456802
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\version.py first seen with mtime 1744117398.8100708
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\asgi.py first seen with mtime 1744117398.5021367
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\_version.py first seen with mtime 1744245294.2113633
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\lorem_ipsum.py first seen with mtime 1744117398.8005507
DEBUG 2025-06-05 20:06:13,919 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\entity.py first seen with mtime 1746756100.3319497
DEBUG 2025-06-05 20:06:13,924 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\concurrent\futures\thread.py first seen with mtime 1696831133.6774309
DEBUG 2025-06-05 20:06:13,925 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\checks\files.py first seen with mtime 1744117398.479882
DEBUG 2025-06-05 20:06:13,925 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\fields\related_lookups.py first seen with mtime 1744117398.6296947
DEBUG 2025-06-05 20:06:13,926 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\log.py first seen with mtime 1746756100.3329513
DEBUG 2025-06-05 20:06:13,926 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\__init__.py first seen with mtime 1744119869.482194
DEBUG 2025-06-05 20:06:13,927 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\Indian\__init__.py first seen with mtime 1744117393.8829963
DEBUG 2025-06-05 20:06:13,927 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\base_futures.py first seen with mtime 1696831133.319061
DEBUG 2025-06-05 20:06:13,927 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\_weakrefset.py first seen with mtime 1696831141.642639
DEBUG 2025-06-05 20:06:13,927 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\loaders\app.py first seen with mtime 1746756100.9615371
DEBUG 2025-06-05 20:06:13,927 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\forms.py first seen with mtime 1749135051.2966666
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\abstract.py first seen with mtime 1746756100.9698274
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\checks\registry.py first seen with mtime 1744117398.4828868
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1744117396.60384
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\heapq.py first seen with mtime 1696831134.900977
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1744117398.5407386
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\_markupbase.py first seen with mtime 1696831141.6286402
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\_state.py first seen with mtime 1746756100.8597872
DEBUG 2025-06-05 20:06:13,930 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\context.py first seen with mtime 1696831136.1977713
DEBUG 2025-06-05 20:06:13,933 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\dateformat.py first seen with mtime 1744117398.7860398
DEBUG 2025-06-05 20:06:13,933 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\__init__.py first seen with mtime 1744117396.597842
DEBUG 2025-06-05 20:06:13,934 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1744117398.5537663
DEBUG 2025-06-05 20:06:13,934 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\Chile\__init__.py first seen with mtime 1744117393.7616837
DEBUG 2025-06-05 20:06:13,934 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1744117398.6235487
DEBUG 2025-06-05 20:06:13,934 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\tzcrontab.py first seen with mtime 1746895876.43714
DEBUG 2025-06-05 20:06:13,936 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\pathlib.py first seen with mtime 1696831136.3429375
DEBUG 2025-06-05 20:06:13,936 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\checks\database.py first seen with mtime 1744117398.4788828
DEBUG 2025-06-05 20:06:13,936 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\DLLs\_bz2.pyd first seen with mtime 1712538986.3078332
DEBUG 2025-06-05 20:06:13,936 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\_util.py first seen with mtime 1744245294.210341
DEBUG 2025-06-05 20:06:13,938 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\http\server.py first seen with mtime 1696831134.9283826
DEBUG 2025-06-05 20:06:13,938 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\gettext.py first seen with mtime 1701811937.5105603
DEBUG 2025-06-05 20:06:13,938 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1744117398.6005218
